adstart1_recuperoco2;Class;PhysicalObject;
vbstart_recuperoco2;Class;PhysicalObject;
s548;Class;Tank;
atmstart2_recuperoco2;Class;PhysicalObject;
atmstart1_recuperoco2;Class;PhysicalObject;
ba460;Class;PhysicalObject;
ch4start_recuperoco2;Class;PhysicalObject;
ul135;Class;PhysicalObject;
c460b;Class;Container;
ba461;Class;PhysicalObject;
c460a;Class;Container;
ul134;Class;PhysicalObject;
adstart2_recuperoco2;Class;PhysicalObject;
adstart3_recuperoco2;Class;PhysicalObject;
xv461-2;Class;Valve;
ul133;Class;PhysicalObject;
ba462;Class;PhysicalObject;
RECUPERO_CO2.txtkohstart_recuperoco2;Class;PhysicalObject;
ul132;Class;PhysicalObject;
ul131;Class;PhysicalObject;
xv461-1;Class;Valve;
s461;Class;Tank;
ba463;Class;PhysicalObject;
p461a;Class;Pump;
p460a;Class;Pump;
cogeneratorestart;Class;PhysicalObject;
k460;Class;PhysicalObject;
ul130;Class;PhysicalObject;
p461b;Class;Pump;
p460b;Class;Pump;
Flusso_335;Class;Flow;
Flusso_335;ObjectProperty;startIn;adstart1_recuperoco2
Flusso_335;ObjectProperty;endIn;s548
Flusso_336;Class;Flow;
Flusso_336;ObjectProperty;startIn;vbstart_recuperoco2
Flusso_336;ObjectProperty;endIn;s548
Flusso_337;Class;Flow;
Flusso_337;ObjectProperty;startIn;ch4start_recuperoco2
Flusso_337;ObjectProperty;endIn;ba460
Flusso_338;Class;Flow;
Flusso_338;ObjectProperty;startIn;s548
Flusso_338;ObjectProperty;endIn;ba460
Flusso_339;Class;Flow;
Flusso_339;ObjectProperty;startIn;p461a
Flusso_339;ObjectProperty;endIn;ul135
Flusso_340;Class;Flow;
Flusso_340;ObjectProperty;startIn;p461b
Flusso_340;ObjectProperty;endIn;ul135
Flusso_341;Class;Flow;
Flusso_341;ObjectProperty;startIn;atmstart2_recuperoco2
Flusso_341;ObjectProperty;endIn;c460b
Flusso_342;Class;Flow;
Flusso_342;ObjectProperty;startIn;ul135
Flusso_342;ObjectProperty;endIn;c460b
Flusso_343;Class;Flow;
Flusso_343;ObjectProperty;startIn;ul134
Flusso_343;ObjectProperty;endIn;c460b
Flusso_344;Class;Flow;
Flusso_344;ObjectProperty;startIn;k460
Flusso_344;ObjectProperty;endIn;c460b
Flusso_345;Class;Flow;
Flusso_345;ObjectProperty;startIn;ch4start_recuperoco2
Flusso_345;ObjectProperty;endIn;ba461
Flusso_346;Class;Flow;
Flusso_346;ObjectProperty;startIn;s548
Flusso_346;ObjectProperty;endIn;ba461
Flusso_347;Class;Flow;
Flusso_347;ObjectProperty;startIn;atmstart1_recuperoco2
Flusso_347;ObjectProperty;endIn;c460a
Flusso_348;Class;Flow;
Flusso_348;ObjectProperty;startIn;ul135
Flusso_348;ObjectProperty;endIn;c460a
Flusso_349;Class;Flow;
Flusso_349;ObjectProperty;startIn;ul132
Flusso_349;ObjectProperty;endIn;c460a
Flusso_350;Class;Flow;
Flusso_350;ObjectProperty;startIn;ul134
Flusso_350;ObjectProperty;endIn;c460a
